Bauwerk Name;Bauwerkselement Name;Bauwerkselement Typ;Bauwerkselement Nummer;Bauwerkselement Niveau;X-Koordinate;Y-Koordinate;Bauwerksreferenzort Nummer;Bauwerkselement Exportnummer
S+U Hermannstr. (Berlin);Zwischengeschoss Silbersteinstraße (Treppe Hermannstraße/Kranoldstraße);Zwischenpunkt;53;-1;13,431834;52,466898;79221;300156053
S+U Hermannstr. (Berlin);Zwischengeschoss Silbersteinstraße (Treppe Hermannstraße/Silbersteinstraße);Zwischenpunkt;41;-1;13,431317;52,467052;79221;300156041
S+U Hermannstr. (Berlin);Zwischengeschoss Silbersteinstraße (Treppe Silbersteinstraße);Zwischenpunkt;54;-1;13,431533;52,466895;79221;300156054
S+U Hermannstr. (Berlin);Zwischengeschoss Silbersteinstraße (Treppe zum Bahnsteig U8);Zwischenpunkt;49;-1;13,431580;52,467018;79221;300156049
S+U Hermannstr. (Berlin);Zwischengeschoss, Treppe zum Bahnsteig;Zwischenpunkt;34;-1;13,430655;52,467546;79221;300156034
S+U Hermannstr. (Berlin);Zwischengeschoss, Treppe zum Bahnsteig;Zwischenpunkt;39;-1;13,431678;52,467703;79221;300156039
S+U Hermannstr. (Berlin);Zwischengeschoss, Treppe zum Eingangsbereich;Zwischenpunkt;35;-1;13,430722;52,467589;79221;300156035
S+U Hermannstr. (Berlin);Zwischengeschoss, Treppe zum Eingangsbereich;Zwischenpunkt;36;-1;13,430749;52,467527;79221;300156036
S+U Hermannstr. (Berlin);Zwischengeschoss, Treppe zum Eingangsbereich;Zwischenpunkt;37;-1;13,431617;52,467659;79221;300156037
S+U Hermannstr. (Berlin);Zwischengeschoss, Treppe zum Eingangsbereich;Zwischenpunkt;38;-1;13,431590;52,467721;79221;300156038
S+U Hermannstr./Silbersteinstr. (Berlin);Bushalt Silbersteinstraße ht. Hermannstraße;Zugang und ÖV;1;0;13,431204;52,466386;79220;300353001
S+U Hermannstr./Silbersteinstr. (Berlin);Bushalt Silbersteinstraße ht. Hermannstraße;Zugang und ÖV;2;0;13,432640;52,466472;79220;300353002
S+U Hermannstr./Silbersteinstr. (Berlin);S+U Hermannstr./Silbersteinstr. (Berlin);Bauwerk;353;;13,431959;52,466432;79220;900079220
S+U Innsbrucker Platz (Berlin);Bahnsteig S-Bahn, Aufzug zum Eingangsbereich;Zwischenpunkt;48;1;13,342700;52,478116;54105;300154048
S+U Innsbrucker Platz (Berlin);Bahnsteig S-Bahn, Treppe zum Eingangsbereich;Zwischenpunkt;49;1;13,342696;52,478084;54105;300154049
S+U Innsbrucker Platz (Berlin);Bahnsteig U4, Treppe zum Zugang Voßbergstraße Innsbrucker Straße;Zwischenpunkt;28;-1;13,343380;52,479602;54105;300154028
S+U Innsbrucker Platz (Berlin);Bahnsteig U4, Verbindungsgang zur Ladenstraße;Zwischenpunkt;29;-1;13,343749;52,478875;54105;300154029
S+U Innsbrucker Platz (Berlin);Bushalt Hauptstraße ht. Innsbrucker Platz;Zugang und ÖV;6;0;13,342928;52,477825;54105;300154006
S+U Innsbrucker Platz (Berlin);Bushalt Hauptstraße ht. Rubensstraße;Zugang und ÖV;4;0;13,343144;52,477621;54105;300154004
S+U Innsbrucker Platz (Berlin);Bushalt Hauptstraße vor Innsbrucker Platz;Zugang und ÖV;5;0;13,343848;52,478092;54105;300154005
S+U Innsbrucker Platz (Berlin);Bushalt Wexstr. vor Innsbrucker Platz;Zugang und ÖV;3;0;13,343276;52,478631;54105;300154003
S+U Innsbrucker Platz (Berlin);Bushalt Wexstraße hinter Innsbrucker Platz;Zugang und ÖV;2;0;13,343431;52,478811;54105;300154002
S+U Innsbrucker Platz (Berlin);Eingangsbereich, Aufzug zum S-Bahnsteig;Zwischenpunkt;46;0;13,342709;52,478116;54105;300154046
S+U Innsbrucker Platz (Berlin);Eingangsbereich, Treppe zum S-Bahnsteig;Zwischenpunkt;47;0;13,342884;52,478083;54105;300154047
S+U Innsbrucker Platz (Berlin);Ersatzhalt Hauptstraße ht. Martin-Luther-Straße;Zugang und ÖV;7;0;13,344381;52,479008;54105;300154007
S+U Innsbrucker Platz (Berlin);Ladenstraße U4, Aufzug zum Zugang Hauptstraße Rubensstraße S-Bahn;Zwischenpunkt;34;-1;13,343453;52,478264;54105;300154034
S+U Innsbrucker Platz (Berlin);Ladenstraße U4, Rolltreppe zum Zugang Hauptstraße Innsbrucker Straße;Zwischenpunkt;31;-1;13,344043;52,478821;54105;300154031
S+U Innsbrucker Platz (Berlin);Ladenstraße U4, Rolltreppe zum Zugang Hauptstraße Rubensstraße S-Bahn;Zwischenpunkt;36;-1;13,343417;52,478303;54105;300154036
S+U Innsbrucker Platz (Berlin);Ladenstraße U4, Treppe zum Zugang Bushaltestelle Wexstraße;Zwischenpunkt;37;-1;13,343450;52,478584;54105;300154037
S+U Innsbrucker Platz (Berlin);Ladenstraße U4, Treppe zum Zugang Hauptstraße Ebersstraße;Zwischenpunkt;32;-1;13,344574;52,478631;54105;300154032
S+U Innsbrucker Platz (Berlin);Ladenstraße U4, Treppe zum Zugang Hauptstraße Innsbrucker Straße;Zwischenpunkt;30;-1;13,344009;52,478838;54105;300154030
S+U Innsbrucker Platz (Berlin);Ladenstraße U4, Treppe zum Zugang Hauptstraße Rubensstraße S-Bahn;Zwischenpunkt;35;-1;13,343442;52,478291;54105;300154035
S+U Innsbrucker Platz (Berlin);Ladenstraße U4, Treppe zum Zugang Rubensstraße Hauptstraße;Zwischenpunkt;33;-1;13,344071;52,478124;54105;300154033
S+U Innsbrucker Platz (Berlin);S-Bahnsteig Gleis 1;ÖV;50;1;13,341468;52,478176;54105;300154050
S+U Innsbrucker Platz (Berlin);S-Bahnsteig Gleis 2;ÖV;51;1;13,341445;52,478072;54105;300154051
S+U Innsbrucker Platz (Berlin);S+U Innsbrucker Platz (Berlin);Bauwerk;154;;13,342875;52,478100;54105;900054105
S+U Innsbrucker Platz (Berlin);U Bahnsteig Gleis 2;ÖV;1;-1;13,343623;52,479262;54105;300154001
S+U Innsbrucker Platz (Berlin);Zugang Bushaltestelle Wexstraße, Treppe zur Ladenstraße U4 II/1;Zugang;16;0;13,343319;52,478599;54105;300154016
S+U Innsbrucker Platz (Berlin);Zugang Hauptsraße Ebersstraße, Treppe zur Ladenstraße U4 II/2;Zugang;21;0;13,344633;52,478688;54105;300154021
S+U Innsbrucker Platz (Berlin);Zugang Hauptstraße, Eingangsbereich zur S-Bahn;Zugang;45;0;13,343226;52,478114;54105;300154045
S+U Innsbrucker Platz (Berlin);Zugang Hauptstraße Innsbrucker Straße, Rolltreppe von der Ladenstraße U4 II/4;Zugang;22;0;13,344128;52,478880;54105;300154022
S+U Innsbrucker Platz (Berlin);Zugang Hauptstraße Innsbrucker Straße, Treppe zur Ladenstraße U4 II/4;Zugang;23;0;13,344095;52,478894;54105;300154023
S+U Innsbrucker Platz (Berlin);Zugang Hauptstraße Rubensstraße S-Bahn, Aufzug zur Ladenstraße U4;Zugang;19;0;13,343453;52,478264;54105;300154019
S+U Innsbrucker Platz (Berlin);Zugang Hauptstraße Rubensstraße S-Bahn, Rolltreppe von der Ladenstraße U4 II/3;Zugang;17;0;13,343344;52,478237;54105;300154017
S+U Innsbrucker Platz (Berlin);Zugang Hauptstraße Rubensstraße S-Bahn, Treppe zur Ladenstraße U4 II/3;Zugang;18;0;13,343372;52,478228;54105;300154018
S+U Innsbrucker Platz (Berlin);Zugang Innsbrucker Platz, Eingangsbereich zur S-Bahn;Zugang;44;0;13,343222;52,478187;54105;300154044
S+U Innsbrucker Platz (Berlin);Zugang Rubensstraße Hauptstraße, Treppe zur Ladenstraße U4 II/5;Zugang;20;0;13,344015;52,478069;54105;300154020
S+U Innsbrucker Platz (Berlin);Zugang Voßbergstraße Innsbrucker Straße, Treppe zum Bahnsteig U4 I;Zugang;15;0;13,343344;52,479674;54105;300154015
S+U Jannowitzbrücke (Berlin);Bahnhofshalle, Rampe zum Zugang Alexanderstraße;Zwischenpunkt;61;2;13,418452;52,514726;100004;300168061
S+U Jannowitzbrücke (Berlin);Bahnhofshalle, Rampe zum Zwischengeschoss Holzmarktstraße;Zwischenpunkt;62;2;13,418460;52,514651;100004;300168062
S+U Jannowitzbrücke (Berlin);Bahnhofshalle, Rolltreppe zum Bahnsteig S5/7/75/3;Zwischenpunkt;65;2;13,418525;52,514553;100004;300168065
S+U Jannowitzbrücke (Berlin);Bahnhofshalle, Treppe zum Bahnsteig S5/7/75/3;Zwischenpunkt;64;2;13,418544;52,514570;100004;300168064
S+U Jannowitzbrücke (Berlin);Bahnhofshalle, Treppe zum Zugang Brückenstraße;Zwischenpunkt;66;2;13,418117;52,514715;100004;300168066
S+U Jannowitzbrücke (Berlin);Bahnhofshalle, Treppe zum Zugang Brückenstraße Märkisches Ufer;Zwischenpunkt;68;2;13,418276;52,514508;100004;300168068
S+U Jannowitzbrücke (Berlin);Bahnhofshalle, Treppe zum Zugang Holzmarktstraße;Zwischenpunkt;60;2;13,418513;52,514705;100004;300168060
S+U Jannowitzbrücke (Berlin);Bahnhofshalle, Treppe zum Zwischengeschoss Brückenstraße II/4;Zwischenpunkt;63;2;13,418361;52,514646;100004;300168063
S+U Jannowitzbrücke (Berlin);Bahnhofshalle, Treppe zum Zwischengeschoss Holzmarktstraße;Zwischenpunkt;67;2;13,418613;52,514461;100004;300168067
S+U Jannowitzbrücke (Berlin);Bahnsteig S5/7/75/3, Aufzug zur Bahnhofshalle;Zwischenpunkt;54;3;13,418932;52,514424;100004;300168054
S+U Jannowitzbrücke (Berlin);Bahnsteig S5/7/75/3, Rolltreppe vom Zwischengeschoss Holzmarktstraße;Zwischenpunkt;55;3;13,419398;52,514253;100004;300168055
S+U Jannowitzbrücke (Berlin);Bahnsteig S5/7/75/3, Rolltreppe von der Bahnhofshalle;Zwischenpunkt;53;3;13,418738;52,514470;100004;300168053
S+U Jannowitzbrücke (Berlin);Bahnsteig S5/7/75/3, Treppe zum Zwischengeschoss Holzmarktstraße;Zwischenpunkt;56;3;13,419820;52,514112;100004;300168056
S+U Jannowitzbrücke (Berlin);Bahnsteig S5/7/75/3, Treppe zur Bahnhofshalle;Zwischenpunkt;52;3;13,418758;52,514488;100004;300168052
S+U Jannowitzbrücke (Berlin);Bahnsteig U8, Aufzug zum Zugang Alexanderstraße;Zwischenpunkt;83;-4;13,418146;52,515063;100004;300168083
S+U Jannowitzbrücke (Berlin);Bahnsteig U8, Rolltreppe zum Treppenabsatz Holzmarktstraße;Zwischenpunkt;81;-4;13,418174;52,515442;100004;300168081
S+U Jannowitzbrücke (Berlin);Bahnsteig U8, Treppe zum Treppenabsatz Alexanderstraße;Zwischenpunkt;80;-4;13,418189;52,516153;100004;300168080
S+U Jannowitzbrücke (Berlin);Bahnsteig U8, Treppe zum Treppenabsatz Holzmarktstraße;Zwischenpunkt;82;-4;13,418194;52,515441;100004;300168082
S+U Jannowitzbrücke (Berlin);Bahnsteig U8, Treppe zum Übergang;Zwischenpunkt;84;-4;13,418110;52,515049;100004;300168084
S+U Jannowitzbrücke (Berlin);Bushalt Alexanderstraße ht. Holzmarktstraße;Zugang und ÖV;4;0;13,418333;52,515985;100004;300168004
S+U Jannowitzbrücke (Berlin);Bushalt Brückenstraße vor Holzmarktstraße;Zugang und ÖV;6;0;13,418055;52,514784;100004;300168006
S+U Jannowitzbrücke (Berlin);Bushalt Brückenstraße vor Märkisches Ufer;Zugang und ÖV;7;0;13,417799;52,514912;100004;300168007
S+U Jannowitzbrücke (Berlin);Bushalt Holzmarktstraße ht. Brückenstraße;Zugang und ÖV;5;0;13,418761;52,515135;100004;300168005
S+U Jannowitzbrücke (Berlin);Bushalt Stralauer Straße ht. Alexanderstraße;Zugang und ÖV;9;0;13,417591;52,515792;100004;300168009
S+U Jannowitzbrücke (Berlin);Ersatzhalt Alexanderstraße vor Stralauer Straße;Zugang und ÖV;11;0;13,418050;52,515996;100004;300168011
S+U Jannowitzbrücke (Berlin);Ersatzhalt Dircksenstraße vor Schicklerstraße;Zugang und ÖV;10;0;13,416766;52,516572;100004;300168010
S+U Jannowitzbrücke (Berlin);Ersatzhalt Stralauer Straße vor Brückenstraße;Zugang und ÖV;8;0;13,417524;52,515519;100004;300168008
S+U Jannowitzbrücke (Berlin);S-Bahnsteig Gleis 3;ÖV;50;3;13,419471;52,514193;100004;300168050
S+U Jannowitzbrücke (Berlin);S-Bahnsteig Gleis 4;ÖV;51;3;13,419526;52,514250;100004;300168051
S+U Jannowitzbrücke (Berlin);S+U Jannowitzbrücke (Berlin);Bauwerk;168;;13,418027;52,515500;100004;900100004
S+U Jannowitzbrücke (Berlin);Treppenabsatz Holzmarktstraße, Rolltreppe vom Bahnsteig U8;Zwischenpunkt;73;-3;13,418166;52,515366;100004;300168073
S+U Jannowitzbrücke (Berlin);Treppenabsatz Holzmarktstraße, Rolltreppe zum Zugang Holzmarktstraße;Zwischenpunkt;75;-3;13,418340;52,515188;100004;300168075
S+U Jannowitzbrücke (Berlin);Treppenabsatz Holzmarktstraße, Treppe zum Bahnsteig U8;Zwischenpunkt;72;-3;13,418187;52,515364;100004;300168072
S+U Jannowitzbrücke (Berlin);Treppenabsatz Holzmarktstraße, Treppe zum Zugang Holzmarktstraße;Zwischenpunkt;74;-3;13,418351;52,515200;100004;300168074
S+U Jannowitzbrücke (Berlin);Treppenabsatz, Treppe zum Treppenabsatz Brückenstraße);Zwischenpunkt;15;-2;13,418046;52,514791;100004;300168015
S+U Jannowitzbrücke (Berlin);Treppenabsatz, Treppe zum Zwischengeschoss Brückenstraße;Zwischenpunkt;16;-2;13,418147;52,514757;100004;300168016
S+U Jannowitzbrücke (Berlin);U Bahnsteig Gleis 1;ÖV;1;-4;13,418139;52,515585;100004;300168001
S+U Jannowitzbrücke (Berlin);U Bahnsteig Gleis 2;ÖV;2;-4;13,418239;52,515577;100004;300168002
S+U Jannowitzbrücke (Berlin);Übergang, Treppe zum Bahnsteig U8;Zwischenpunkt;71;-3;13,418171;52,516249;100004;300168071
S+U Jannowitzbrücke (Berlin);Übergang, Treppe zum Bahnsteig U8;Zwischenpunkt;76;-3;13,418086;52,514969;100004;300168076
S+U Jannowitzbrücke (Berlin);Übergang, Treppe zum Treppenabsatz;Zwischenpunkt;77;-3;13,418057;52,514842;100004;300168077
S+U Jannowitzbrücke (Berlin);Übergang, Treppe zum Zwischengeschoss  Alexanderstraße;Zwischenpunkt;70;-3;13,418118;52,516425;100004;300168070
S+U Jannowitzbrücke (Berlin);Zugang Alexanderstraße, Aufzug zum Bahnsteig U8 III/2;Zugang;34;0;13,418146;52,515063;100004;300168034
S+U Jannowitzbrücke (Berlin);Zugang Alexanderstraße, Rampe zur Bahnhofshalle;Zugang;35;0;13,418144;52,514888;100004;300168035
S+U Jannowitzbrücke (Berlin);Zugang Alexanderstraße, Treppe zum Zwischengeschoss Alexanderstraße I/2;Zugang;30;0;13,418503;52,516285;100004;300168030
S+U Jannowitzbrücke (Berlin);Zugang Brückenstraße Märkisches Ufer, Treppe zum Zwischengeschoss Brückenstraße II/2;Zugang;38;0;13,418187;52,514517;100004;300168038
S+U Jannowitzbrücke (Berlin);Zugang Brückenstraße Märkisches Ufer, Treppe zur Bahnhofshalle;Zugang;39;0;13,418255;52,514491;100004;300168039
S+U Jannowitzbrücke (Berlin);Zugang Brückenstraße, Treppe zur Bahnhofshalle;Zugang;37;0;13,418083;52,514731;100004;300168037
S+U Jannowitzbrücke (Berlin);Zugang Holzmarktstraße,  Treppe zum Treppenabsatz Holzmarktstraße III/4;Zugang;32;0;13,418464;52,515162;100004;300168032
S+U Jannowitzbrücke (Berlin);Zugang Holzmarktstraße Lichtenberger Straße, Treppe zum Zwischengeschoss Holzmarkstraße;Zugang;40;0;13,419400;52,514376;100004;300168040
S+U Jannowitzbrücke (Berlin);Zugang Holzmarktstraße, Rolltreppe vom Treppenabsatz Holzmarktstraße III/4;Zugang;33;0;13,418446;52,515145;100004;300168033
S+U Jannowitzbrücke (Berlin);Zugang Holzmarktstraße, Treppe zur Bahnhofshalle;Zugang;36;0;13,418532;52,514719;100004;300168036
S+U Jannowitzbrücke (Berlin);Zugang Schicklerstraße, Treppe zum Zwischengeschoss Alexanderstraße I/1;Zugang;31;0;13,417190;52,516180;100004;300168031
S+U Jannowitzbrücke (Berlin);Zwischengeschoss Alexanderstraße (Treppe Alexanderstraße/Schillingstraße/Holzmarktstraße);Zwischenpunkt;12;-2;13,418503;52,516395;100004;300168012
S+U Jannowitzbrücke (Berlin);Zwischengeschoss Alexanderstraße (Treppe Schicklerstraße/Dircksenstraße/Stralauerstraße);Zwischenpunkt;14;-2;13,417379;52,516226;100004;300168014
S+U Jannowitzbrücke (Berlin);Zwischengeschoss Alexanderstraße (Treppe zum Treppenabsatz Alexanderstraße);Zwischenpunkt;13;-2;13,418120;52,516427;100004;300168013
S+U Jannowitzbrücke (Berlin);Zwischengeschoss Brückenstraße, Treppe zum Treppenabsatz;Zwischenpunkt;17;-1;13,418223;52,514751;100004;300168017
S+U Jannowitzbrücke (Berlin);Zwischengeschoss Brückenstraße, Treppe zum Zugang Brückenstraße Märkisches Ufer;Zwischenpunkt;19;-1;13,418272;52,514584;100004;300168019
S+U Jannowitzbrücke (Berlin);Zwischengeschoss Brückenstraße, Treppe zur Bahnhofshalle;Zwischenpunkt;18;-1;13,418304;52,514672;100004;300168018
S+U Jannowitzbrücke (Berlin);Zwischengeschoss Holzmarktstraße, Aufzug zum Bahnsteig S5/7/75/3;Zwischenpunkt;43;1;13,418933;52,514424;100004;300168043
S+U Jannowitzbrücke (Berlin);Zwischengeschoss Holzmarktstraße, Rampe zur Bahnhofshalle;Zwischenpunkt;45;1;13,418881;52,514450;100004;300168045
S+U Jannowitzbrücke (Berlin);Zwischengeschoss Holzmarktstraße, Rolltreppe zum Bahnsteig S5/7/75/3;Zwischenpunkt;41;1;13,419089;52,514360;100004;300168041
S+U Jannowitzbrücke (Berlin);Zwischengeschoss Holzmarktstraße, Treppe zum Bahnsteig S5/7/75/3;Zwischenpunkt;42;1;13,419549;52,514211;100004;300168042
S+U Jannowitzbrücke (Berlin);Zwischengeschoss Holzmarktstraße, Treppe zum Zugang Holzmarktstraße Lichtenberger Straße;Zwischenpunkt;44;1;13,419328;52,514298;100004;300168044
S+U Jannowitzbrücke (Berlin);Zwischengeschoss Holzmarktstraße, Treppe zur Bahnhofshalle;Zwischenpunkt;46;1;13,418654;52,514446;100004;300168046
S+U Jungfernheide Bhf (Berlin);Zugangsbereich Max-Dohrn-Straße West;Zugang;54;0;13,299706;52,530883;20201;300159054
S+U Jungfernheide Bhf (Berlin);Bahnhofshalle Aufzug zum Bahnsteig Gleis 3+4;Zwischenpunkt;47;-1;13,300604;52,530397;20201;300159047
S+U Jungfernheide Bhf (Berlin);Bahnhofshalle Aufzug zum S-Bahnsteig Gleis 5+6;Zwischenpunkt;21;-1;13,300537;52,530573;20201;300159021
S+U Jungfernheide Bhf (Berlin);Bahnhofshalle Aufzug zum U-Bahnsteig Gleis 1+2;Zwischenpunkt;22;-1;13,300798;52,530650;20201;300159022
S+U Jungfernheide Bhf (Berlin);Bahnhofshalle Rampe zum Zugang am Parkplatz Max-Dohrn-Straße;Zwischenpunkt;29;-1;13,300582;52,530617;20201;300159029
S+U Jungfernheide Bhf (Berlin);Bahnhofshalle Rampe zum Zugang Olbersstraße;Zwischenpunkt;27;-1;13,300573;52,530232;20201;300159027
S+U Jungfernheide Bhf (Berlin);Bahnhofshalle Rolltreppe vom U-Bahnsteig Gleis 1;Zwischenpunkt;66;-1;13,300836;52,530477;20201;300159066
S+U Jungfernheide Bhf (Berlin);Bahnhofshalle Rolltreppe vom U-Bahnsteig Gleis 2;Zwischenpunkt;60;-1;13,300889;52,530324;20201;300159060
S+U Jungfernheide Bhf (Berlin);Bahnhofshalle Rolltreppe vom U-Bahnsteig Richtung Rathaus Spandau;Zwischenpunkt;67;-1;13,300912;52,530328;20201;300159067
S+U Jungfernheide Bhf (Berlin);Bahnhofshalle Rolltreppe zum Bahnsteig Gleis 3+4;Zwischenpunkt;46;-1;13,300464;52,530368;20201;300159046
S+U Jungfernheide Bhf (Berlin);Bahnhofshalle Rolltreppe zum S-Bahnsteig Gleis 5+6;Zwischenpunkt;20;-1;13,300406;52,530543;20201;300159020
S+U Jungfernheide Bhf (Berlin);Bahnhofshalle Rolltreppe zum U-Bahnsteig Gleis 1;Zwischenpunkt;24;-1;13,300878;52,530483;20201;300159024
S+U Jungfernheide Bhf (Berlin);Bahnhofshalle Rolltreppe zum U-Bahnsteig Gleis 2;Zwischenpunkt;25;-1;13,300936;52,530330;20201;300159025
S+U Jungfernheide Bhf (Berlin);Bahnhofshalle Treppe zum Bahnsteig Gleis 3+4;Zwischenpunkt;45;-1;13,300453;52,530396;20201;300159045
S+U Jungfernheide Bhf (Berlin);Bahnhofshalle Treppe zum S-Bahnsteig Gleis 5+6;Zwischenpunkt;19;-1;13,300395;52,530572;20201;300159019
S+U Jungfernheide Bhf (Berlin);Bahnhofshalle Treppe zum U-Bahnsteig Gleis 1;Zwischenpunkt;23;-1;13,300856;52,530480;20201;300159023
S+U Jungfernheide Bhf (Berlin);Bahnhofshalle Treppe zum Zugang am Parkplatz Max-Dohrn-Straße;Zwischenpunkt;28;-1;13,300506;52,530641;20201;300159028
S+U Jungfernheide Bhf (Berlin);Bahnhofshalle Treppe zum Zugang Max-Dohrn-Straße;Zwischenpunkt;61;-1;13,300874;52,530710;20201;300159061
S+U Jungfernheide Bhf (Berlin);Bahnhofshalle Treppe zum Zugang Olbersstraße;Zwischenpunkt;26;-1;13,300685;52,530165;20201;300159026
S+U Jungfernheide Bhf (Berlin);Bahnhofshalle Treppe zum Zugang Olbersstraße;Zwischenpunkt;58;-1;13,300900;52,530197;20201;300159058
S+U Jungfernheide Bhf (Berlin);Bahnhofshalle Treppe zum Zugang Olbersstraße;Zwischenpunkt;59;-1;13,301040;52,530220;20201;300159059
S+U Jungfernheide Bhf (Berlin);Bahnsteig Gleis 3;ÖV;37;1;13,299447;52,530192;20201;300159037
S+U Jungfernheide Bhf (Berlin);Bahnsteig Gleis 3+4 Aufzug zur Bahnhofshalle;Zwischenpunkt;44;1;13,300605;52,530396;20201;300159044
S+U Jungfernheide Bhf (Berlin);Bahnsteig Gleis 3+4 Rolltreppe zur Bahnhofshalle;Zwischenpunkt;43;1;13,300248;52,530339;20201;300159043
S+U Jungfernheide Bhf (Berlin);Bahnsteig Gleis 3+4 Treppe von der Unterführung;Zwischenpunkt;41;1;13,298258;52,530083;20201;300159041
S+U Jungfernheide Bhf (Berlin);Bahnsteig Gleis 3+4 Treppe zur Bahnhofshalle;Zwischenpunkt;42;1;13,300239;52,530365;20201;300159042
S+U Jungfernheide Bhf (Berlin);Bahnsteig Gleis 4;ÖV;40;1;13,299397;52,530287;20201;300159040
S+U Jungfernheide Bhf (Berlin);Bushalt Max-Dohrn-Straße Pos. 3;Zugang und ÖV;10;0;13,299880;52,531019;20201;300159010
S+U Jungfernheide Bhf (Berlin);Bushalt Max-Dohrn-Straße Pos. 4;Zugang und ÖV;13;0;13,300211;52,530974;20201;300159013
S+U Jungfernheide Bhf (Berlin);Bushalt Max-Dohrn-Straße Pos. 5;Zugang und ÖV;11;0;13,301123;52,531107;20201;300159011
S+U Jungfernheide Bhf (Berlin);Bushalt Olbersstraße hinter Gallesteig Pos. 6;Zugang und ÖV;12;0;13,300623;52,529438;20201;300159012
S+U Jungfernheide Bhf (Berlin);Bushalt Olbersstraße hinter Herschelstr.;Zugang und ÖV;71;0;13,300404;52,529389;20201;300159071
S+U Jungfernheide Bhf (Berlin);Bushalt Olbersstraße vor Kamminer Str.;Zugang und ÖV;70;0;13,301222;52,529277;20201;300159070
S+U Jungfernheide Bhf (Berlin);Ersatzhalt Max-Dohrn-Straße gegenüber U Bahnhof;Zugang und ÖV;64;0;13,301149;52,531197;20201;300159064
S+U Jungfernheide Bhf (Berlin);Ersatzhalt Olbersstraße hinter Gallesteig;Zugang und ÖV;63;0;13,300908;52,529399;20201;300159063
S+U Jungfernheide Bhf (Berlin);Ersatzhalt Olbersstraße hinter Kamminer Str.;Zugang und ÖV;69;0;13,301958;52,529170;20201;300159069
S+U Jungfernheide Bhf (Berlin);S-Bahnsteig Gleis 5;ÖV;39;1;13,299325;52,530363;20201;300159039
S+U Jungfernheide Bhf (Berlin);S-Bahnsteig Gleis 5+6 Aufzug zur Bahnhofshalle;Zwischenpunkt;18;1;13,300538;52,530574;20201;300159018
S+U Jungfernheide Bhf (Berlin);S-Bahnsteig Gleis 5+6 Treppe zur Bahnhofshalle;Zwischenpunkt;16;1;13,300174;52,530542;20201;300159016
S+U Jungfernheide Bhf (Berlin);S-Bahnsteig Gleis 5+6 Treppe zur Unterführung;Zwischenpunkt;14;1;13,298225;52,530243;20201;300159014
S+U Jungfernheide Bhf (Berlin);S-Bahnsteig Gleis 6;ÖV;3;1;13,299292;52,530446;20201;300159003
S+U Jungfernheide Bhf (Berlin);S-Bahnsteig Rolltreppe von der Bahnhofshalle;Zwischenpunkt;17;1;13,300182;52,530516;20201;300159017
S+U Jungfernheide Bhf (Berlin);S-Bahnsteig Rolltreppe von der Unterführung;Zwischenpunkt;15;1;13,298220;52,530265;20201;300159015
S+U Jungfernheide Bhf (Berlin);S+U Jungfernheide Bhf (Berlin);Bauwerk;159;;13,300124;52,530452;20201;900020201
S+U Jungfernheide Bhf (Berlin);U Bahnsteig Gleis 1 (oben);ÖV;1;-2;13,300631;52,530790;20201;300159001
S+U Jungfernheide Bhf (Berlin);U Bahnsteig Gleis 2 (unten);ÖV;2;-3;13,300635;52,530749;20201;300159002
S+U Jungfernheide Bhf (Berlin);U-Bahnsteig Gleis 1 Aufzug zur Bahnhofshalle und U-Bahnsteig Gleis 2;Zwischenpunkt;32;-2;13,300798;52,530651;20201;300159032
S+U Jungfernheide Bhf (Berlin);U-Bahnsteig Gleis 1 Rolltreppe von der Bahnhofshalle;Zwischenpunkt;31;-2;13,300844;52,530569;20201;300159031
S+U Jungfernheide Bhf (Berlin);U-Bahnsteig Gleis 1 Rolltreppe zur Bahnhofshalle;Zwischenpunkt;65;-2;13,300801;52,530562;20201;300159065
S+U Jungfernheide Bhf (Berlin);U-Bahnsteig Gleis 1 Treppe zum U-Bahnsteig Gleis 2;Zwischenpunkt;33;-2;13,300725;52,530995;20201;300159033
S+U Jungfernheide Bhf (Berlin);U-Bahnsteig Gleis 1 Treppe zur Bahnhofshalle;Zwischenpunkt;30;-2;13,300824;52,530566;20201;300159030
S+U Jungfernheide Bhf (Berlin);U-Bahnsteig Gleis 2 Aufzug zum U-Bahnsteig Gleis 1 und zur Bahnhofshalle;Zwischenpunkt;35;-3;13,300791;52,530653;20201;300159035
S+U Jungfernheide Bhf (Berlin);U-Bahnsteig Gleis 2 Rolltrepe zur Bahnhofshalle;Zwischenpunkt;62;-3;13,300846;52,530435;20201;300159062
S+U Jungfernheide Bhf (Berlin);U-Bahnsteig Gleis 2 Rolltrepe zur Bahnhofshalle;Zwischenpunkt;68;-3;13,300871;52,530438;20201;300159068
S+U Jungfernheide Bhf (Berlin);U-Bahnsteig Gleis 2 Rolltreppe von der Bahnhofshalle;Zwischenpunkt;34;-3;13,300896;52,530441;20201;300159034
S+U Jungfernheide Bhf (Berlin);U-Bahnsteig Gleis 2 Treppe zum U-Bahnsteig Gleis 1;Zwischenpunkt;36;-3;13,300748;52,530844;20201;300159036
S+U Jungfernheide Bhf (Berlin);Unterführung Rolltreppe zum S-Bahnsteig Gleis 5+6;Zwischenpunkt;5;0;13,297995;52,530236;20201;300159005
S+U Jungfernheide Bhf (Berlin);Unterführung Treppe zum Bahnsteig Gleis 3+4;Zwischenpunkt;38;0;13,298062;52,530054;20201;300159038
