Bauwerk Name;Bauwerkselement Name;Bauwerkselement Typ;Bauwerkselement Nummer;Bauwerkselement Niveau;X-Koordinate;Y-Koordinate;Bauwerksreferenzort Nummer;Bauwerkselement Exportnummer
Aalemannufer (Berlin);Aalemannufer (Berlin);Bauwerk;463;;13,212586;52,573253;27205;900027205
Aalemannufer (Berlin);Bushalt Niederneuendorfer A. ht. Aalemannufer;Zugang und ÖV;4;0;13,212458;52,573577;27205;300463004
Aalemannufer (Berlin);Bushalt Niederneuendorfer A. vor Aalemannufer;Zugang und ÖV;2;0;13,212810;52,572963;27205;300463002
Aalemannufer (Berlin);Bushalt Niederneuendorfer A. vor Aalemannufer;Zugang und ÖV;3;0;13,212904;52,573159;27205;300463003
Aalemannufer (Berlin);Bushalt Niederneuendorfer A. vor ggü. Aalemannufer;Zugang und ÖV;1;0;13,212484;52,573433;27205;300463001
Aalkasten;Aalkasten;Bauwerk;3243;;13,412255;53,243513;340201;900340201
Aalkasten;Bushalt Aalkasten;Zugang und ÖV;1;0;13,412223;53,243449;340201;303243001
Aalkasten;Bushalt Aalkasten;Zugang und ÖV;2;0;13,412245;53,243518;340201;303243002
Abbendorf, Ausbau;Abbendorf, Ausbau;Bauwerk;3279;;11,921651;52,905758;215090;900215090
Abbendorf, Ausbau;Bushalt Ausbau;Zugang und ÖV;1;0;11,921834;52,905809;215090;303279001
Abbendorf, Ausbau;Bushalt Ausbau;Zugang und ÖV;2;0;11,921544;52,905682;215090;303279002
Abbendorf, Mitte;Abbendorf, Mitte;Bauwerk;3280;;11,912336;52,898737;215091;900215091
Abbendorf, Mitte;Bushalt Mitte;Zugang und ÖV;1;0;11,912376;52,898721;215091;303280001
Abbendorf, Mitte;Bushalt Mitte;Zugang und ÖV;2;0;11,912301;52,898784;215091;303280002
Abgeordnetenhaus (Berlin);Abgeordnetenhaus (Berlin);Bauwerk;2825;;13,379666;52,506553;12105;900012105
Abgeordnetenhaus (Berlin);Bushalt Stresemannstraße hinter Dessauer Straße;Zugang und ÖV;1;0;13,380041;52,506112;12105;302825001
Abgeordnetenhaus (Berlin);Bushalt Stresemannstraße vor Niederkirchnerstraße;Zugang und ÖV;2;0;13,379986;52,506456;12105;302825002
Abtstr. (Berlin);Abtstr. (Berlin);Bauwerk;6748;;13,543510;52,435523;193510;900193510
Abtstr. (Berlin);Bushalt Anna-Seghers-Straße vor Abtstraße;Zugang und ÖV;1;0;13,543457;52,435497;193510;306748001
Achardstr. (Berlin);Achardstr. (Berlin);Bauwerk;2051;;13,579138;52,499986;175549;900175549
Achardstr. (Berlin);Bushalt Chemnitzer Straße vor Achardstraße;Zugang und ÖV;2;0;13,579108;52,499839;175549;302051002
Achardstr. (Berlin);Bushalt Chemnitzer Straße vor Lenbachstraße;Zugang und ÖV;1;0;13,579171;52,500303;175549;302051001
Ackerfelde;Ackerfelde;Bauwerk;3281;;12,342350;53,232400;205200;900205200
Ackerfelde;Bushalt Ackerfelde;Zugang und ÖV;1;0;12,342350;53,232400;205200;303281001
Ackermannshof;Ackermannshof;Bauwerk;3282;;13,865634;52,771892;350200;900350200
Ackermannshof;Bushalt Ackermannshof;Zugang und ÖV;1;0;13,865636;52,771893;350200;303282001
Adalbertstr. (Berlin);Adalbertstr. (Berlin);Bauwerk;2827;;13,422146;52,505286;100546;900100546
Adalbertstr. (Berlin);Bushalt Bethaniendamm hinter Adalbertstraße;Zugang und ÖV;1;0;13,422303;52,505044;100546;302827001
Adalbertstr. (Berlin);Bushalt Engeldamm hinter Adalbertstraße;Zugang und ÖV;2;0;13,421851;52,505556;100546;302827002
Adalbertstr./Oranienstr. (Berlin);Adalbertstr./Oranienstr. (Berlin);Bauwerk;500;;13,419293;52,501285;14103;900014103
Adalbertstr./Oranienstr. (Berlin);Bushaltestelle Adalbertstraße hinter Oranienstraße;Zugang und ÖV;2;0;13,419507;52,501525;14103;300500002
Adalbertstr./Oranienstr. (Berlin);Bushaltestelle Adalbertstraße hinter Oranienstraße;Zugang und ÖV;3;0;13,419094;52,501062;14103;300500003
Adalbertstr./Oranienstr. (Berlin);Bushaltestelle Oranienstraße hinter Adalbertstraße;Zugang und ÖV;4;0;13,418944;52,501424;14103;300500004
Adalbertstr./Oranienstr. (Berlin);Bushaltestelle Oranienstraße hinter Adalbertstraße;Zugang und ÖV;5;0;13,419671;52,501154;14103;300500005
Adalbertstr./Oranienstr. (Berlin);Bushaltestelle Oranienstraße vor Adalbertstraße;Zugang und ÖV;1;0;13,418956;52,501343;14103;300500001
Adersleber Weg (Berlin);Adersleber Weg (Berlin);Bauwerk;530;;13,560320;52,537893;170515;900170515
Adersleber Weg (Berlin);Ampelübergang Allee der Kosmonauten zum Tramsteig;Zugang;6;0;13,559812;52,537542;170515;300530006
Adersleber Weg (Berlin);Ampelübergang Allee der Kosmonauten zum Tramsteig;Zugang;7;0;13,560126;52,537446;170515;300530007
Adersleber Weg (Berlin);Bushalt Allee der Kosmonauten ht. Pekrunstraße;Zugang und ÖV;3;0;13,559336;52,537002;170515;300530003
Adersleber Weg (Berlin);Bushalt Allee der Kosmonauten vor Pekrunstr;Zugang und ÖV;2;0;13,559875;52,537653;170515;300530002
Adersleber Weg (Berlin);Bushalt Allee d.Kosmonauten ht. Kienbergstr;Zugang und ÖV;1;0;13,560392;52,537744;170515;300530001
Adersleber Weg (Berlin);Tramsteig Allee der Kosmonauten hinter Kienbergstraße;ÖV;5;0;13,560323;52,537863;170515;300530005
Adersleber Weg (Berlin);Tramsteig Allee der Kosmonauten vor Pekrunstr.;ÖV;4;0;13,560242;52,537893;170515;300530004
Adlergestell/Glienicker Weg (Berlin);Adlergestell/Glienicker Weg (Berlin);Bauwerk;2828;;13,550170;52,429233;193501;900193501
Adlergestell/Glienicker Weg (Berlin);Bushalt Adlergestell hinter Glienicker Weg;Zugang und ÖV;2;0;13,549569;52,429966;193501;302828002
Adlergestell/Glienicker Weg (Berlin);Bushalt Adlergestell vor Köpenicker Straße;Zugang und ÖV;1;0;13,550133;52,429261;193501;302828001
Adlergestell/Vetschauer Allee (Berlin);Adlergestell/Vetschauer Allee (Berlin);Bauwerk;852;;13,633890;52,386409;185503;900185503
Adlergestell/Vetschauer Allee (Berlin);Bushalt Vetschauer Allee ht. Adlergestell;Zugang und ÖV;1;0;13,634135;52,386551;185503;300852001
Adlergestell/Vetschauer Allee (Berlin);Ersatzhalt Vetschauer Allee vor Adlergestell;ÖV;4;0;13,633817;52,386325;185503;300852004
Adlergestell/Vetschauer Allee (Berlin);Tramsteig Vetschauer Allee ht. Adlergestell;ÖV;2;0;13,633919;52,386473;185503;300852002
Adlergestell/Vetschauer Allee (Berlin);Tramsteig Vetschauer Allee vor Adlergestell;ÖV;3;0;13,633872;52,386490;185503;300852003
Adlergestell/Vetschauer Allee (Berlin);Übergang Vetschauer Allee;Zugang;20;0;13,633581;52,386265;185503;300852020
Adlergestell/Vetschauer Allee (Berlin);Übergang Vetschauer Allee;Zugang;21;0;13,633793;52,386152;185503;300852021
Adolf-Scheidt-Platz (Berlin);Adolf-Scheidt-Platz (Berlin);Bauwerk;2832;;13,378366;52,478195;68158;900068158
Adolf-Scheidt-Platz (Berlin);Bushalt Manfr.-v.-Richthof.-S. v. Adolf-Scheidt-P.;Zugang und ÖV;1;0;13,378492;52,478317;68158;302832001
Adolf-Scheidt-Platz (Berlin);Bushalt Manfr.-v.-Richthof.-S. vor Werner-Voß-D.;Zugang und ÖV;2;0;13,378241;52,478019;68158;302832002
Adolfstr. (Berlin);Adolfstr. (Berlin);Bauwerk;1925;;13,585051;52,505093;175555;900175555
Adolfstr. (Berlin);Bushalt Alt-Kaulsdorf ht. Adolfstraße;Zugang und ÖV;1;0;13,584243;52,505167;175555;301925001
Adolfstr. (Berlin);Bushalt Alt-Kaulsdorf vor Adolfstraße;Zugang und ÖV;2;0;13,584917;52,505059;175555;301925002
Agathe-Lasch-Platz (Berlin);Agathe-Lasch-Platz (Berlin);Bauwerk;2349;;13,296346;52,498041;40104;900040104
Agathe-Lasch-Platz (Berlin);Bushaltestelle Kurfürstendamm hinter Hektorstraße;Zugang und ÖV;3;0;13,297155;52,498255;40104;302349003
Agathe-Lasch-Platz (Berlin);Bushaltestelle Kurfürstendamm hinter Joachim-Friedrich-Straße;Zugang und ÖV;1;0;13,296879;52,497980;40104;302349001
Agathe-Lasch-Platz (Berlin);Bushaltestelle Kurfürstendamm hinter Joachim-Friedrich-Straße;Zugang und ÖV;2;0;13,295520;52,497972;40104;302349002
Ahlener Weg (Berlin);Ahlener Weg (Berlin);Bauwerk;2833;;13,305064;52,410517;64258;900064258
Ahlener Weg (Berlin);Bushalt Ahlener Weg vor Holtheimer Weg;Zugang und ÖV;1;0;13,305034;52,410339;64258;302833001
Ahlener Weg (Berlin);Bushalt Ahlener Weg vor Lippstädter Straße;Zugang und ÖV;2;0;13,305054;52,410730;64258;302833002
Ahlimbswalde;Ahlimbswalde;Bauwerk;3283;;13,724710;53,049378;340203;900340203
Ahlimbswalde;Bushalt Ahlimbswalde;Zugang und ÖV;1;0;13,724748;53,049383;340203;303283001
Ahlsdorf, Kinderheim;Ahlsdorf, Kinderheim;Bauwerk;3284;;13,219497;51,836145;415258;900415258
Ahlsdorf, Kinderheim;Bushalt Kinderheim;Zugang und ÖV;1;0;13,219556;51,836026;415258;303284001
Ahlsdorf, Kinderheim;Bushalt Kinderheim;Zugang und ÖV;2;0;13,219449;51,836215;415258;303284002
Ahlsdorf, Kirche;Ahlsdorf, Kirche;Bauwerk;3285;;13,219544;51,840523;415259;900415259
Ahlsdorf, Kirche;Bushalt Kirche;Zugang und ÖV;1;0;13,219544;51,840523;415259;303285001
Ahornallee (Berlin);Ahornallee (Berlin);Bauwerk;859;;13,619022;52,455606;182503;900182503
Ahornallee (Berlin);Tram- und Bussteig Fürstenwalder Damm  hinter Ahornallee;Zugang und ÖV;1;0;13,619120;52,455606;182503;300859001
Ahornallee (Berlin);Tram- und Bussteig Fürstenwalder Damm vor Stillerzeile;Zugang und ÖV;2;0;13,619078;52,455666;182503;300859002
Ahrensdorf (bei Ludwigsfelde), Am Sportplatz;Ahrensdorf (bei Ludwigsfelde), Am Sportplatz;Bauwerk;2352;;13,204375;52,314246;245751;900245751
Ahrensdorf (bei Ludwigsfelde), Am Sportplatz;Ahrensdorf (bei Ludwigsfelde), Am Sportplatz Ri1;Zugang und ÖV;1;0;13,204327;52,314255;245751;302352001
Ahrensdorf (bei Ludwigsfelde), Am Sportplatz;Ahrensdorf (bei Ludwigsfelde), Am Sportplatz Ri2;Zugang und ÖV;2;0;13,204450;52,314195;245751;302352002
Ahrensdorf (bei Ludwigsfelde), An der Feuerwache;Ahrensdorf (bei Ludwigsfelde), An der Feuerwache;Bauwerk;2871;;13,201650;52,316991;245750;900245750
Ahrensdorf (bei Ludwigsfelde), An der Feuerwache;Ahrensdorf (bei Ludwigsfelde), An der Feuerwache1;Zugang und ÖV;4;0;13,201682;52,316945;245750;302871004
Ahrensdorf (bei Ludwigsfelde), An der Feuerwache;Ahrensdorf (bei Ludwigsfelde), An der Feuerwache2;Zugang und ÖV;3;0;13,201647;52,317047;245750;302871003
Ahrensdorf (bei Ludwigsfelde), Gartenstadt;Ahrensdorf (bei Ludwigsfelde), Gartenstadt;Bauwerk;2864;;13,200631;52,316865;245376;900245376
Ahrensdorf (bei Ludwigsfelde), Gartenstadt;Bushalt An Der Feuerwache vor Alte Potsdamer Straße;Zugang und ÖV;2;0;13,200781;52,316993;245376;302864002
Ahrensdorf (bei Ludwigsfelde), Gartenstadt;Bushalt An Der Feuerwache vor Lindenallee;Zugang und ÖV;1;0;13,200446;52,316694;245376;302864001
Ahrensdorf (bei Ludwigsfelde), Gröbener Str.;Ahrensdorf (bei Ludwigsfelde), Gröbener Str.;Bauwerk;2863;;13,204166;52,313728;245375;900245375
Ahrensdorf (bei Ludwigsfelde), Gröbener Str.;Bushalt Gröbener Straße;Zugang und ÖV;1;0;13,204273;52,313759;245375;302863001
Ahrensdorf (bei Ludwigsfelde), Gröbener Str.;Bushalt Gröbener Straße;Zugang und ÖV;2;0;13,204050;52,313715;245375;302863002
Ahrensdorf (bei Ludwigsfelde), Hauptstr.;Ahrensdorf (bei Ludwigsfelde), Hauptstr.;Bauwerk;2865;;13,198448;52,314696;245377;900245377
Ahrensdorf (bei Ludwigsfelde), Hauptstr.;Bushalt Hauptstraße;Zugang und ÖV;1;0;13,198477;52,314694;245377;302865001
Ahrensdorf (bei Ludwigsfelde), Hauptstr.;Bushalt Hauptstraße;Zugang und ÖV;2;0;13,198603;52,314612;245377;302865002
Ahrensdorf (bei Trebbin), Dorfaue;Ahrensdorf (bei Trebbin), Dorfaue;Bauwerk;2862;;13,163622;52,188713;245262;900245262
Ahrensdorf (bei Trebbin), Dorfaue;Bushalt Dorfaue;Zugang und ÖV;1;0;13,163619;52,188708;245262;302862001
Ahrensdorf (bei Trebbin), Dorfaue;Bushalt Dorfaue;Zugang und ÖV;2;0;13,163636;52,188706;245262;302862002
Ahrensdorf (bei Trebbin), Kallinberg;Ahrensdorf (bei Trebbin), Kallinberg;Bauwerk;2861;;13,179788;52,197984;245261;900245261
Ahrensdorf (bei Trebbin), Kallinberg;Bushalt Kallinberg;Zugang und ÖV;1;0;13,179996;52,197937;245261;302861001
Ahrensdorf (bei Trebbin), Kallinberg;Bushalt Kallinberg;Zugang und ÖV;2;0;13,179578;52,197986;245261;302861002
Ahrensdorf (LOS), Dorf;Ahrensdorf (LOS), Dorf;Bauwerk;2866;;14,076932;52,175064;310700;900310700
Ahrensdorf (LOS), Dorf;Bushalt Dorf;Zugang und ÖV;1;0;14,076907;52,175136;310700;302866001
Ahrensdorf (LOS), Dorf;Bushalt Dorf;Zugang und ÖV;2;0;14,076872;52,174876;310700;302866002
Ahrensdorf (LOS), Premsdorfer Str.;Ahrensdorf (LOS), Premsdorfer Str.;Bauwerk;2867;;14,074690;52,171433;310701;900310701
Ahrensdorf (LOS), Premsdorfer Str.;Bushalt Premsdorfer Straße;Zugang und ÖV;1;0;14,074691;52,171405;310701;302867001
Ahrensdorf (LOS), Premsdorfer Str.;Bushalt Premsdorfer Straße;Zugang und ÖV;2;0;14,074708;52,171475;310701;302867002
Ahrensdorf (UM), Abzweig;Ahrensdorf (UM), Abzweig;Bauwerk;2868;;13,579011;53,118296;340204;900340204
Ahrensdorf (UM), Abzweig;Bushalt Milmersdorfer Chaussee nach Petersdorfer Straße;Zugang und ÖV;2;0;13,579121;53,118296;340204;302868002
Ahrensdorf (UM), Abzweig;Bushalt Milmersdorfer Chaussee vor Zum Seehof;Zugang und ÖV;1;0;13,578907;53,118292;340204;302868001
Ahrensdorf (UM), Brücke;Ahrensdorf (UM), Brücke;Bauwerk;2869;;13,574963;53,105793;340778;900340778
Ahrensdorf (UM), Brücke;Bushalt Brücke;Zugang und ÖV;1;0;13,574967;53,104971;340778;302869001
Ahrensdorf (UM), Brücke;Bushalt Brücke;Zugang und ÖV;2;0;13,575030;53,104980;340778;302869002
Ahrensdorf (UM), Petersdorfer Str.;Ahrensdorf (UM), Petersdorfer Str.;Bauwerk;2060;;13,577760;53,118039;340776;900340776
Ahrensdorf (UM), Petersdorfer Str.;Bushalt Petersdorfer Straße;Zugang und ÖV;1;0;13,577714;53,118056;340776;302060001
Ahrensdorf (UM), Petersdorfer Str.;Bushalt Petersdorfer Straße vor Milmersdorfer Chaussee;Zugang und ÖV;2;0;13,577846;53,118000;340776;302060002
Ahrensdorf (UM), Siedlung;Ahrensdorf (UM), Siedlung;Bauwerk;2870;;13,572137;53,119596;340807;900340807
Ahrensdorf (UM), Siedlung;Bushalt Siedlung nach Zum Seehof;Zugang und ÖV;2;0;13,572880;53,119455;340807;302870002
Ahrensdorf (UM), Siedlung;Bushalt Siedlung vor Zum Seehof;Zugang und ÖV;1;0;13,571709;53,119619;340807;302870001
Ahrensdorfer Str. (Berlin);Ahrensdorfer Str. (Berlin);Bauwerk;2835;;13,359253;52,408984;73253;900073253
Ahrensdorfer Str. (Berlin);Bushalt Marienfelder Allee vor Ahrensdorfer Straße;Zugang und ÖV;1;0;13,359237;52,408809;73253;302835001
Ahrensdorfer Str. (Berlin);Bushalt Marienfelder Allee vor Ahrensdorfer Straße;Zugang und ÖV;2;0;13,359291;52,409158;73253;302835002
Ahrensfelde, Bahnhof Friedhof;Ahrensfelde, Bahnhof Friedhof;Bauwerk;2878;;13,574694;52,581115;350143;900350143
Ahrensfelde, Bahnhof Friedhof;Bushalt Ernst-Thälmann-Straße vor Bahnstraße;Zugang und ÖV;2;0;13,574651;52,581149;350143;302878002
Ahrensfelde, Bahnhof Friedhof;Bushalt Ernst-Thälmann-Straße vor Rodelbergweg;Zugang und ÖV;1;0;13,574734;52,581101;350143;302878001
Ahrensfelde, Dorfstr.;Ahrensfelde, Dorfstr.;Bauwerk;2876;;13,577925;52,575727;350144;900350144
Ahrensfelde, Dorfstr.;Bushalt Dorfstraße;Zugang und ÖV;1;0;13,578058;52,575840;350144;302876001
Ahrensfelde, Dorfstr.;Bushalt Dorfstraße;Zugang und ÖV;2;0;13,577663;52,575655;350144;302876002
Ahrensfelde, Fasanenstr.;Ahrensfelde, Fasanenstr.;Bauwerk;2880;;13,582187;52,579013;350139;900350139
Ahrensfelde, Fasanenstr.;Bushalt Fasanenstraße;Zugang und ÖV;2;0;13,581992;52,579176;350139;302880002
Ahrensfelde, Fasanenstr.;Bushalt Fasanenstraße vor Fasanenstraße;Zugang und ÖV;1;0;13,582440;52,578712;350139;302880001
Ahrensfelde, Feldstr.;Ahrensfelde, Feldstr.;Bauwerk;2877;;13,574673;52,574182;350145;900350145
Ahrensfelde, Feldstr.;Bushalt Feldstraße;Zugang und ÖV;1;0;13,574673;52,574181;350145;302877001
Ahrensfelde, Friedhof Bhf;Ahrensfelde, Friedhof Bhf;Bauwerk;813;;13,572999;52,580490;350141;900350141
Ahrensfelde, Friedhof Bhf;Bahnsteig Gleis 1;ÖV;1;0;13,573094;52,580526;350141;300813001
Ahrensfelde, Friedhof Bhf;Zugang Bahnstraße Bahnsteig Gleis 1;Zugang;2;0;13,574156;52,581411;350141;300813002
Ahrensfelde, Friedhof Bhf;Zugang Ulmenallee Bahnsteig Gleis 1;Zugang;3;0;13,572827;52,581346;350141;300813003
Ahrensfelde, Heinestr.;Ahrensfelde, Heinestr.;Bauwerk;2875;;13,567850;52,582299;350146;900350146
Ahrensfelde, Heinestr.;Bushalt Heinestraße;Zugang und ÖV;2;0;13,568478;52,581816;350146;302875002
Ahrensfelde, Heinestr.;Bushalt Heinestraße vor Heinestraße;Zugang und ÖV;1;0;13,566971;52,582836;350146;302875001
Ahrensfelde, Kirche;Ahrensfelde, Kirche;Bauwerk;2874;;13,575547;52,576343;350147;900350147
Ahrensfelde, Kirche;Bushalt Kirche;Zugang und ÖV;1;0;13,575593;52,576392;350147;302874001
Ahrensfelde, Kirche;Bushalt Kirche;Zugang und ÖV;2;0;13,575536;52,576315;350147;302874002
Ahrensfelde, Kirschenallee;Ahrensfelde, Kirschenallee;Bauwerk;2879;;13,579325;52,581557;350138;900350138
Ahrensfelde, Kirschenallee;Bushalt Kirschenallee;Zugang und ÖV;1;0;13,579211;52,581696;350138;302879001
Ahrensfelde, Kirschenallee;Bushalt Kirschenallee;Zugang und ÖV;2;0;13,579541;52,581452;350138;302879002
Ahrensfelde, Mehrower Str.;Ahrensfelde, Mehrower Str.;Bauwerk;1009;;13,584425;52,576475;350202;900350202
Ahrensfelde, Mehrower Str.;Bushalt Mehrower Straße;Zugang und ÖV;1;0;13,584307;52,576508;350202;301009001
Ahrensfelde, Mehrower Str.;Bushalt Mehrower Straße;Zugang und ÖV;2;0;13,584583;52,576477;350202;301009002
Ahrensfelde, Nord Bhf;Ahrensfelde, Nord Bhf;Bauwerk;814;;13,581965;52,590732;350142;900350142
Ahrensfelde, Nord Bhf;Bahnsteig Gleis 1;ÖV;1;2;13,581945;52,590715;350142;300814001
Ahrensfelde, Nord Bhf;Bahnsteig Gleis 1 Rampe zur nördlichen Zwischenebene;Zwischenpunkt;17;2;13,582332;52,591117;350142;300814017
Ahrensfelde, Nord Bhf;Bahnsteig Gleis 1 Rampe zur südlichen Zwischenebene;Zwischenpunkt;18;2;13,581608;52,590296;350142;300814018
Ahrensfelde, Nord Bhf;Bahnstraße Rampe zur südlichen Zwischenebene;Zwischenpunkt;2;0;13,581657;52,590140;350142;300814002
Ahrensfelde, Nord Bhf;Bahnstraße Treppe zur südlichen Zwischenebene;Zwischenpunkt;6;0;13,581656;52,590150;350142;300814006
Ahrensfelde, Nord Bhf;Ginsterstraße Rampe zur nördlichen Zwischenebene;Zwischenpunkt;3;0;13,582591;52,591233;350142;300814003
Ahrensfelde, Nord Bhf;Ginsterstraße Treppe zur nördlichen Zwischenebene;Zwischenpunkt;7;0;13,582590;52,591243;350142;300814007
Ahrensfelde, Nord Bhf;nördliche Zwischenebene Rampe zum Bahnsteig Gleis 1;Zwischenpunkt;15;1;13,582468;52,591274;350142;300814015
Ahrensfelde, Nord Bhf;nördliche Zwischenebene Rampe zur Ginsterstraße;Zwischenpunkt;5;1;13,582517;52,591256;350142;300814005
Ahrensfelde, Nord Bhf;nördliche Zwischenebene Treppe zur Ginsterstraße;Zwischenpunkt;9;1;13,582533;52,591262;350142;300814009
Ahrensfelde, Nord Bhf;südliche Zwischenebene Rampe zum Bahnsteig Gleis 1;Zwischenpunkt;16;1;13,581529;52,590204;350142;300814016
Ahrensfelde, Nord Bhf;südliche Zwischenebene Rampe zur Bahnstraße;Zwischenpunkt;4;1;13,581574;52,590164;350142;300814004
Ahrensfelde, Nord Bhf;südliche Zwischenebene Treppe zur Bahnstraße;Zwischenpunkt;8;1;13,581592;52,590171;350142;300814008
Ahrensfelde, Nord Bhf;Zugang Bahnstraße Bahnsteig Gleis 1;Zugang;13;0;13,581753;52,590108;350142;300814013
Ahrensfelde, Nord Bhf;Zugang Ginsterstraße Bahnsteig Gleis 1;Zugang;14;0;13,582708;52,591220;350142;300814014
Ahrensfelde, Ulmenallee;Ahrensfelde, Ulmenallee;Bauwerk;2873;;13,570912;52,579942;350148;900350148
Ahrensfelde, Ulmenallee;Bushalt Ulmenallee;Zugang und ÖV;2;0;13,570955;52,579960;350148;302873002
Ahrensfelde, Ulmenallee;Bushalt Ulmenallee vor Ulmenallee;Zugang und ÖV;1;0;13,570884;52,579963;350148;302873001
Ahrensfelde/Stadtgrenze (Berlin);Ahrensfelde/Stadtgrenze (Berlin);Bauwerk;1931;;13,574675;52,572835;170006;900170006
Ahrensfelde/Stadtgrenze (Berlin);Bushalt Ahrensfelde - Endstelle;ÖV;1;0;13,574216;52,573416;170006;301931001
Ahrensfelde/Stadtgrenze (Berlin);Bussteig Endstelle ht. Einfahrt Schorfheidestraße;ÖV;3;0;13,574703;52,572913;170006;301931003
Ahrensfelde/Stadtgrenze (Berlin);Bussteig Endstelle vor Ausfahrt Schorfheidestraße;ÖV;2;0;13,574402;52,572505;170006;301931002
Ahrensfelde/Stadtgrenze (Berlin);Tramsteig Endstelle Ahrensfelde, Ausstieg;ÖV;5;0;13,574246;52,572515;170006;301931005
Ahrensfelde/Stadtgrenze (Berlin);Tramsteig Endstelle Ahrensfelde, Einstieg;ÖV;4;0;13,574827;52,572778;170006;301931004
Ahrensfelde/Stadtgrenze (Berlin);Zugang zur Endstelle Ahrensfelde/Stadtgrenze;Zugang;20;0;13,574482;52,572166;170006;301931020
Ahrensfelde/Stadtgrenze (Berlin);Zugang zur Endstelle Ahrensfelde/Stadtgrenze;Zugang;21;0;13,575031;52,573159;170006;301931021
Ahrensfelde/Stadtgrenze (Berlin);Zugang zur Endstelle Ahrensfelde/Stadtgrenze;Zugang;22;0;13,574879;52,572488;170006;301931022
Ahrensfelde/Stadtgrenze (Berlin);Zugang zur Endstelle Ahrensfelde/Stadtgrenze;Zugang;23;0;13,574826;52,572234;170006;301931023
Ahrenshooper Str. (Berlin);Ahrenshooper Str. (Berlin);Bauwerk;1960;;13,501888;52,566214;151501;900151501
Ahrenshooper Str. (Berlin);Ersatzhalt Zingster Str. vor Ahrenshooper S.;ÖV;1;0;13,501808;52,566002;151501;301960001
Ahrenshooper Str. (Berlin);Ersatzhalt Zingster Str. vor ggü. Ahrenshooper S.;Zugang und ÖV;2;0;13,501027;52,566330;151501;301960002
Ahrenshooper Str. (Berlin);Tramsteig  Zingster Str. vor Ahrenshooper Str.;ÖV;3;0;13,501487;52,566531;151501;301960003
Ahrenshooper Str. (Berlin);Tramsteig  Zingster Str. vor Ahrenshooper Str.;ÖV;4;0;13,502247;52,565924;151501;301960004
Ahrenshooper Str. (Berlin);Übergang zum Tramsteig Zingster Straße;Zugang;20;0;13,501631;52,566890;151501;301960020
Ahrenshooper Str. (Berlin);Übergang zum Tramsteig Zingster Straße;Zugang;23;0;13,502621;52,565246;151501;301960023
Ahrenshooper Str. (Berlin);Übergang zum Tramsteig Zingster Straße;Zugang;25;0;13,500797;52,566543;151501;301960025
Ahrenshooper Str. (Berlin);Übergang zum Tramsteig Zingster Straße Ahrenshooper Straße;Zugang;21;0;13,502157;52,566450;151501;301960021
Ahrenshooper Str. (Berlin);Übergang zum Tramsteig Zingster Straße Ahrenshooper Straße;Zugang;22;0;13,502277;52,566352;151501;301960022
Ahrenshooper Str. (Berlin);Übergang zum Tramsteig Zingster Straße Ahrenshooper Straße;Zugang;24;0;13,501564;52,565942;151501;301960024
Akeleiweg (Berlin);Akeleiweg (Berlin);Bauwerk;2836;;13,512816;52,429412;194502;900194502
Akeleiweg (Berlin);Bushalt Eisenhutweg hinter Straße am Flugplatz;Zugang und ÖV;1;0;13,514602;52,429072;194502;302836001
Akeleiweg (Berlin);Bushalt Eisenhutweg vor Akeleiweg;Zugang und ÖV;2;0;13,511704;52,429663;194502;302836002
Akeleiweg (Berlin);Bushalt Eisenhutweg vor Straße am Flugplatz;Zugang und ÖV;3;0;13,511973;52,429541;194502;302836003
Albert-Einstein-Str. (Berlin);Albert-Einstein-Str. (Berlin);Bauwerk;2350;;13,539444;52,431126;194525;900194525
Albert-Einstein-Str. (Berlin);Bushaltestelle Am Studio hinter Albert-Einstein-Straße;Zugang und ÖV;2;0;13,538967;52,431350;194525;302350002
Albert-Einstein-Str. (Berlin);Bushaltestelle Am Studio vor Ernst-Augustin-Straße;Zugang und ÖV;1;0;13,539410;52,431185;194525;302350001
Albert-Einstein-Str. (Berlin);Bushaltestelle Volmerstraße vor Albert-Einstein-Straße;Zugang und ÖV;3;0;13,535935;52,430365;194525;302350003
Albertinenaue;Albertinenaue;Bauwerk;2973;;14,633675;51,866104;445144;900445144
Albertinenaue;Bushalt Albertinenaue;Zugang und ÖV;1;0;14,629577;51,867545;445144;302973001
Albertinenhof;Albertinenhof;Bauwerk;2978;;12,838453;52,842548;205699;900205699
Albertinenhof;Bushalt Albertinenhof;Zugang und ÖV;1;0;12,838444;52,842537;205699;302978001
Albertinenhof;Bushalt Albertinenhof;Zugang und ÖV;2;0;12,838083;52,842567;205699;302978002
Albertinenstr. (Berlin);Albertinenstr. (Berlin);Bauwerk;853;;13,457775;52,549788;140005;900140005
Albertinenstr. (Berlin);Ampelübergang Berliner Allee;Zugang;22;0;13,458175;52,549994;140005;300853022
Albertinenstr. (Berlin);Ampelübergang Berliner Allee;Zugang;23;0;13,458288;52,549770;140005;300853023
Albertinenstr. (Berlin);Bushalt Berliner Allee vor Pistoriusstraße;Zugang und ÖV;1;0;13,459924;52,550365;140005;300853001
Albertinenstr. (Berlin);Bushalt Pistoriusstraße vor Berliner Allee;Zugang und ÖV;2;0;13,458341;52,550290;140005;300853002
